"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Stambpl1",237,208,684,297,1686,1525,688,672,"STAM binding protein like 1"
"Acta2",28263,13027,122591,13022,24944,5134,50365,29558,"actin alpha 2, smooth muscle, aorta"
"Fas",200,68,223,57,86,20,90,16,"Fas cell surface death receptor"
"Ch25h",21,1,231,26,100,5,78,2,"cholesterol 25-hydroxylase"
"Lipa",1046,1017,1245,1195,1855,873,1125,976,"lysosomal acid lipase A"
"Ifit2",435,439,402,286,627,605,394,446,"interferon-induced protein with tetratricopeptide repeats 2"
"Ifit3",99,18,26,8,90,64,42,21,"interferon-induced protein with tetratricopeptide repeats 3"
"Ifit1bl1",3,2,11,0,6,9,4,0,"interferon induced protein with tetratricpeptide repeats 1B like 1"
"Ifit3b",31,9,10,6,26,25,16,15,"interferon-induced protein with tetratricopeptide repeats 3B"
"Ifit1bl2",11,0,6,0,4,3,3,8,"interferon induced protein with tetratricopeptide repeats 1B like 2"
"Ifit1",410,88,7,29,178,549,110,139,"interferon-induced protein with tetratricopeptide repeats 1"
"Slc16a12",3,2,50,14,44,22,3,3,"solute carrier family 16 (monocarboxylic acid transporters), member 12"
"Pank1",179,202,224,238,170,192,256,441,"pantothenate kinase 1"
"Kif20b",1534,1754,1188,1558,1629,1980,1401,2651,"kinesin family member 20B"
"Htr7",0,0,12,2,2,2,9,2,"5-hydroxytryptamine (serotonin) receptor 7"
"Rpp30",558,668,455,478,652,852,528,849,"ribonuclease P/MRP 30 subunit"
"Ankrd1",191,104,6122,125,1796,2265,2121,3038,"ankyrin repeat domain 1"
"Pcgf5",583,493,1034,299,980,1522,1033,1099,"polycomb group ring finger 5"
"Hectd2",63,55,131,100,111,33,53,28,"HECT domain E3 ubiquitin protein ligase 2"
"Ppp1r3c",23,66,48,299,21,5,9,30,"protein phosphatase 1, regulatory subunit 3C"
"Tnks2",2745,3991,3589,3957,4755,4656,3312,3937,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
"Fgfbp3",42,64,99,78,69,26,51,55,"fibroblast growth factor binding protein 3"
"Btaf1",1479,2006,1595,1687,1688,3178,1373,3087,"B-TFIID TATA-box binding protein associated factor 1"
"Cpeb3",50,55,60,43,78,55,55,62,"cytoplasmic polyadenylation element binding protein 3"
"Marchf5",1712,1742,1623,1621,1975,2052,1575,2111,"membrane associated ring-CH-type finger 5"
"Ide",2582,3147,2327,2434,3241,4885,2432,4434,"insulin degrading enzyme"
"Kif11",2325,3776,1800,3382,2659,3673,1950,3697,"kinesin family member 11"
"Hhex",2,4,34,71,23,17,17,53,"hematopoietically expressed homeobox"
"Exoc6",224,344,147,137,427,450,170,324,"exocyst complex component 6"
"Cyp26c1",0,0,1,0,3,0,0,1,"cytochrome P450, family 26, subfamily c, polypeptide 1"
"Cyp26a1",0,10,6,0,6,30,1,0,"cytochrome P450, family 26, subfamily a, polypeptide 1"
"Myof",3000,3680,6980,4020,3412,7382,5269,9563,"myoferlin"
"Cep55",810,977,1000,774,1001,1254,882,1547,"centrosomal protein 55"
"Ffar4",12,4,9,1,3,0,1,4,"free fatty acid receptor 4"
"Rbp4",752,281,146,378,421,695,437,224,"retinol binding protein 4, plasma"
"Pde6c",0,0,0,0,0,0,0,0,"phosphodiesterase 6C, cGMP specific, cone, alpha prime"
"Fra10ac1",209,228,195,210,279,231,201,268,"FRA10A associated CGG repeat 1"
"Lgi1",1,4,5,0,0,0,6,0,"leucine-rich repeat LGI family, member 1"
"Gm41844",0,8,2,3,0,0,0,2,"predicted gene, 41844"
"Slc35g1",603,697,310,332,1067,945,432,875,"solute carrier family 35, member G1"
"Plce1",74,73,121,294,2084,1011,79,74,"phospholipase C, epsilon 1"
"Noc3l",770,1010,675,921,1081,1656,686,1392,"NOC3 like DNA replication regulator"
"Tbc1d12",184,214,302,278,446,352,246,292,"TBC1D12: TBC1 domain family, member 12"
"Hells",1956,2649,1484,1819,2017,3369,1634,3994,"helicase, lymphoid specific"
"Cyp2c55",0,8,5,36,6,3,2,3,"cytochrome P450, family 2, subfamily c, polypeptide 55"
"Cyp2c65",0,0,0,0,0,1,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 65"
"Cyp2c66",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 66"
"Cyp2c29",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 29"
"Cyp2c39",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 39"
"Cyp2c38",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 38"
"Cyp2c67",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 67"
"Cyp2c68",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 68"
"Cyp2c40",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 40"
"Cyp2c69",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 69"
"Cyp2c37",0,0,0,0,0,0,0,0,"cytochrome P450, family 2. subfamily c, polypeptide 37"
"Cyp2c54",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 54"
"Cyp2c50",0,0,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 50"
"Cyp2c70",0,2,0,0,0,0,0,0,"cytochrome P450, family 2, subfamily c, polypeptide 70"
"Pdlim1",954,1089,3324,843,1598,1797,2937,4452,"PDZ and LIM domain 1 (elfin)"
"Sorbs1",1015,847,2924,1051,2789,881,1153,808,"sorbin and SH3 domain containing 1"
"Aldh18a1",2934,3669,2124,2754,7051,3247,3148,2872,"aldehyde dehydrogenase 18 family, member A1"
"Tctn3",152,167,183,255,223,198,140,123,"tectonic family member 3"
"Entpd1",42,1,344,9,146,97,90,13,"ectonucleoside triphosphate diphosphohydrolase 1"
"Cc2d2b",3,6,7,5,172,213,0,0,"coiled-coil and C2 domain containing 2B"
"Ccnj",150,247,133,193,331,534,146,226,"cyclin J"
"Zfp518a",254,371,326,363,378,340,291,390,"zinc finger protein 518A"
"Blnk",6,1,15,6,140,100,10,3,"B cell linker"
"Dntt",0,0,0,0,0,9,0,0,"deoxynucleotidyltransferase, terminal"
"Opalin",0,0,0,0,0,0,0,0,"oligodendrocytic myelin paranodal and inner loop protein"
"Tll2",0,2,1,0,0,1,1,0,"tolloid-like 2"
"Tm9sf3",5258,6088,8483,5977,6109,6969,5565,7436,"transmembrane 9 superfamily member 3"
"Pik3ap1",414,192,25,0,13,3,30,12,"phosphoinositide-3-kinase adaptor protein 1"
"Lcor",591,740,443,413,493,1026,455,973,"ligand dependent nuclear receptor corepressor"
"Morf4l1b",2248,2609,1850,2285,2298,1762,1649,1916,"mortality factor 4 like 1B"
"Slit1",16,9,1,1,3,3,2,8,"slit guidance ligand 1"
"Arhgap19",1232,1853,638,872,1459,1573,938,1429,"Rho GTPase activating protein 19"
"Frat1",57,44,17,50,128,62,29,19,"frequently rearranged in advanced T cell lymphomas"
"Frat2",112,86,117,151,264,251,119,280,"frequently rearranged in advanced T cell lymphomas 2"
"Rrp12",1351,1615,1430,1091,1117,3410,1062,2580,"ribosomal RNA processing 12 homolog"
"Pgam1",11091,15997,14139,11282,12541,18491,18069,23649,"phosphoglycerate mutase 1"
"Exosc1",846,812,597,704,910,1217,666,1133,"exosome component 1"
"Zdhhc16",830,768,1160,919,882,971,808,1041,"zinc finger, DHHC domain containing 16"
"Mms19",801,857,829,1132,1267,1012,1002,1084,"MMS19 cytosolic iron-sulfur assembly component"
"Ubtd1",245,195,616,263,438,226,588,606,"ubiquitin domain containing 1"
"Ankrd2",0,1,0,1,2,2,3,4,"ankyrin repeat domain 2"
"Hoga1",28,23,19,32,71,13,17,14,"4-hydroxy-2-oxoglutarate aldolase 1"
"4933411K16Rik",2,5,3,9,6,1,4,8,"RIKEN cDNA 4933411K16 gene"
"Morn4",132,172,262,329,308,256,258,333,"MORN repeat containing 4"
"Pi4k2a",1074,1097,1143,1268,1460,1414,1205,1546,"phosphatidylinositol 4-kinase type 2 alpha"
"Avpi1",425,319,446,403,305,292,365,552,"arginine vasopressin-induced 1"
"Marveld1",747,541,1746,1285,1022,563,1102,1299,"MARVEL (membrane-associating) domain containing 1"
"Zfyve27",675,445,510,621,736,502,491,485,"zinc finger, FYVE domain containing 27"
"Sfrp5",1659,646,2,0,1,2,0,0,"secreted frizzled-related sequence protein 5"
"Golga7b",13,11,0,0,3,2,1,0,"golgin A7B"
"Crtac1",1,1,0,0,0,0,1,0,"cartilage acidic protein 1"
"R3hcc1l",299,354,275,289,362,362,275,380,"R3H domain and coiled-coil containing 1 like"
"Loxl4",668,432,2137,108,391,395,427,421,"lysyl oxidase-like 4"
"Pyroxd2",29,27,33,45,23,6,21,6,"pyridine nucleotide-disulphide oxidoreductase domain 2"
"Hps1",601,533,385,609,529,434,413,480,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"Hpse2",0,4,10,0,0,0,1,2,"heparanase 2"
"Cnnm1",6,25,14,16,88,59,9,150,"cyclin M1"
"Got1",1550,1781,1288,1229,3363,2736,1349,2111,"glutamic-oxaloacetic transaminase 1, soluble"
"Nkx2-3",0,2,0,0,0,0,0,0,"NK2 homeobox 3"
"Slc25a28",503,427,356,389,604,542,426,613,"solute carrier family 25, member 28"
"Entpd7",191,350,421,409,223,203,255,283,"ectonucleoside triphosphate diphosphohydrolase 7"
"Cox15",653,876,659,806,1074,933,650,946,"cytochrome c oxidase assembly protein 15"
"Cutc",86,84,84,115,74,49,63,71,"cutC copper transporter"
"Abcc2",0,0,0,0,0,2,0,0,"ATP-binding cassette, sub-family member 2"
"Dnmbp",296,354,491,580,407,480,636,1116,"dynamin binding protein"
"Cpn1",0,2,0,0,0,1,3,3,"carboxypeptidase N, polypeptide 1"
"Cyp2c23",0,1,1,4,0,0,2,0,"cytochrome P450, family 2, subfamily c, polypeptide 23"
"Erlin1",963,1149,959,1139,1669,1312,803,1590,"ER lipid raft associated 1"
"Chuk",848,1009,1701,936,1295,1625,1184,1835,"conserved helix-loop-helix ubiquitous kinase"
"Cwf19l1",393,455,296,503,488,481,296,609,"CWF19 like cell cycle control factor 1"
"Bloc1s2",493,503,449,357,667,649,382,518,"biogenesis of lysosomal organelles complex-1, subunit 2"
"Pkd2l1",3,3,7,1,0,0,13,0,"polycystic kidney disease 2-like 1"
"Scd3",2,6,4,4,0,1,3,2,"stearoyl-coenzyme A desaturase 3"
"Scd2",18261,29160,14926,26101,31105,15239,38474,30512,"stearoyl-Coenzyme A desaturase 2"
"Scd4",6,4,0,9,0,3,3,5,"stearoyl-coenzyme A desaturase 4"
"Scd1",3475,4511,5741,4590,7085,2368,8513,6527,"stearoyl-Coenzyme A desaturase 1"
"Wnt8b",0,4,0,0,0,0,0,0,"wingless-type MMTV integration site family, member 8B"
"Sec31b",2,2,6,1,18,2,5,3,"SEC31 homolog B, COPII coat complex component"
"Ndufb8",1671,1388,1202,1513,1673,1447,1497,1927,"NADH:ubiquinone oxidoreductase subunit B8"
"Hif1an",1026,1526,888,1024,904,1561,813,1115,"hypoxia-inducible factor 1, alpha subunit inhibitor"
"Pax2",0,1,0,0,0,0,0,0,"paired box 2"
"Slf2",958,1170,1254,1222,1122,1826,1293,2496,"SMC5-SMC6 complex localization factor 2"
"Sema4g",54,81,91,145,219,45,88,32,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"Mrpl43",237,274,260,250,361,340,275,268,"mitochondrial ribosomal protein L43"
"Twnk",1380,1577,586,1407,1740,1834,809,1393,"twinkle mtDNA helicase"
"Lzts2",2826,2308,2827,2685,4271,2870,2892,2910,"leucine zipper, putative tumor suppressor 2"
"Pdzd7",42,31,14,18,33,8,13,6,"PDZ domain containing 7"
"Sfxn3",682,566,1734,906,1049,652,1028,1090,"sideroflexin 3"
"Kazald1",10,44,40,81,14,19,4,10,"Kazal-type serine peptidase inhibitor domain 1"
"Tlx1",8,3,0,0,0,4,0,0,"T cell leukemia, homeobox 1"
"Lbx1",0,0,0,0,0,0,0,0,"ladybird homeobox 1"
"Btrc",223,252,314,450,366,237,319,358,"beta-transducin repeat containing protein"
"Poll",302,336,222,414,426,318,237,327,"polymerase (DNA directed), lambda"
"Dpcd",273,288,254,378,279,274,297,395,"deleted in primary ciliary dyskinesia"
"Fbxw4",184,176,209,313,285,162,253,254,"F-box and WD-40 domain protein 4"
"Fgf8",0,0,0,0,0,0,0,0,"fibroblast growth factor 8"
"Npm3",1671,1671,933,1428,1549,2357,1025,2044,"nucleoplasmin 3"
"Oga",1686,1883,1109,2499,2640,2840,1298,1944,"O-GlcNAcase"
"Kcnip2",0,4,0,3,0,0,0,0,"Kv channel-interacting protein 2"
"Armh3",284,441,306,467,458,393,377,506,"armadillo-like helical domain containing 3"
"Hps6",134,120,280,222,246,217,207,262,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"
"Ldb1",2596,2605,2244,2869,3790,2682,2817,3895,"LIM domain binding 1"
"Pprc1",2428,2765,2298,2222,2582,3274,2046,3835,"peroxisome proliferative activated receptor, gamma, coactivator-related 1"
"Nolc1",5896,7245,3461,5201,7024,10903,4811,10150,"nucleolar and coiled-body phosphoprotein 1"
"Elovl3",5,4,1,1,11,2,2,7,"ELOVL fatty acid elongase 3"
"Pitx3",0,1,0,1,1,0,1,3,"paired-like homeodomain transcription factor 3"
"Gbf1",1447,1743,2077,2015,1603,1981,1615,1832,"golgi-specific brefeldin A-resistance factor 1"
"Nfkb2",843,499,1194,636,1035,1000,947,859,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100"
"Psd",119,76,81,91,92,138,134,196,"pleckstrin and Sec7 domain containing"
"Fbxl15",106,98,78,89,106,117,92,149,"F-box and leucine-rich repeat protein 15"
"Cuedc2",1257,906,1036,1333,2033,1233,1352,1366,"CUE domain containing 2"
"Mfsd13a",43,51,24,65,151,78,19,18,"major facilitator superfamily domain containing 13a"
"Actr1a",2108,2326,3715,2616,2313,3169,2864,3571,"ARP1 actin-related protein 1A, centractin alpha"
"Sufu",939,1060,877,1363,1004,1132,870,1085,"SUFU negative regulator of hedgehog signaling"
"Trim8",1800,1680,1409,809,1819,1197,1503,1761,"tripartite motif-containing 8"
"Arl3",466,538,374,607,659,489,437,726,"ADP-ribosylation factor-like 3"
"Sfxn2",381,345,176,380,338,326,279,338,"sideroflexin 2"
"Wbp1l",1478,1524,2185,2200,2057,2209,2106,1917,"WW domain binding protein 1 like"
"Cyp17a1",2,0,0,0,0,0,0,0,"cytochrome P450, family 17, subfamily a, polypeptide 1"
"Borcs7",75,117,157,129,80,77,113,173,"BLOC-1 related complex subunit 7"
"As3mt",24,28,105,23,70,52,108,53,"arsenite methyltransferase"
"Cnnm2",193,207,206,344,194,126,100,122,"cyclin M2"
"Nt5c2",482,566,604,765,759,613,601,852,"5'-nucleotidase, cytosolic II"
"Ina",6,12,47,138,60,20,22,60,"internexin neuronal intermediate filament protein, alpha"
"Pcgf6",625,649,406,604,642,797,373,696,"polycomb group ring finger 6"
"Taf5",429,516,202,354,411,367,268,468,"TATA-box binding protein associated factor 5"
"Atp5mk",1269,1078,808,880,1538,1158,750,1137,"ATP synthase membrane subunit k"
"Pdcd11",2832,3256,1874,2852,2825,4565,2235,4513,"programmed cell death 11"
"Calhm2",110,68,287,102,155,103,167,189,"calcium homeostasis modulator family member 2"
"Calhm1",0,5,0,0,0,0,0,1,"calcium homeostasis modulator 1"
"Neurl1a",1065,832,52,60,46,25,52,8,"neuralized E3 ubiquitin protein ligase 1A"
"Sh3pxd2a",5397,8742,4243,4924,2480,1714,4070,3719,"SH3 and PX domains 2A"
"Stn1",331,334,269,473,441,368,304,464,"STN1, CST complex subunit"
"Slk",1926,2544,2284,2230,3429,3609,2946,3684,"STE20-like kinase"
"Col17a1",3,0,21,1,9,4,4,4,"collagen, type XVII, alpha 1"
"Sfr1",2102,2603,1855,2282,2211,1722,2239,2904,"SWI5 dependent recombination repair 1"
"Cfap43",27,48,49,29,34,28,25,41,"cilia and flagella associated protein 43"
"Gsto1",2410,2329,2290,1135,2186,2175,1746,2009,"glutathione S-transferase omega 1"
"Gsto2",15,6,26,19,62,24,29,37,"glutathione S-transferase omega 2"
"Itprip",396,327,1304,307,1053,760,891,1557,"inositol 1,4,5-triphosphate receptor interacting protein"
"Cfap58",0,0,0,0,0,0,2,0,"cilia and flagella associated protein 58"
"Sorcs3",0,0,1,0,4,0,0,0,"sortilin-related VPS10 domain containing receptor 3"
"Sorcs1",7,0,223,60,39,2,58,28,"sortilin-related VPS10 domain containing receptor 1"
"Ins1",0,0,0,0,0,0,0,0,"insulin I"
"Xpnpep1",2270,2052,3070,2368,3883,3415,3205,3208,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
"Add3",1828,1854,1331,854,2586,2824,1419,1432,"adducin 3"
"Mxi1",2245,2491,624,1883,2208,1939,1333,1885,"MAX interactor 1, dimerization protein"
"Smndc1",963,1212,851,1037,1405,1531,1070,1843,"survival motor neuron domain containing 1"
"Dusp5",183,298,393,69,198,515,79,243,"dual specificity phosphatase 5"
"Smc3",2926,4005,2022,3766,2884,3994,2710,4948,"structural maintenance of chromosomes 3"
"Rbm20",72,117,30,277,217,71,15,32,"RNA binding motif protein 20"
"Gm30990",5,2,0,9,0,0,0,0,"predicted gene, 30990"
"Pdcd4",1888,2117,383,2590,1726,757,574,695,"programmed cell death 4"
"Bbip1",256,201,263,206,278,277,257,244,"BBSome interacting protein 1"
"Shoc2",892,1161,1549,1008,1166,1278,1313,1746,"Shoc2, leucine rich repeat scaffold protein"
"Adra2a",53,40,142,2,53,9,80,25,"adrenergic receptor, alpha 2a"
"Gpam",746,783,1427,1265,2226,1900,1020,1199,"glycerol-3-phosphate acyltransferase, mitochondrial"
"Tectb",0,0,0,0,0,0,0,0,"tectorin beta"
"Gucy2g",5,9,5,1,7,6,0,3,"guanylate cyclase 2g"
"Acsl5",1729,1566,1619,1274,1438,1773,1335,2095,"acyl-CoA synthetase long-chain family member 5"
"Zdhhc6",1035,1195,1088,1422,1894,1443,1145,1390,"zinc finger, DHHC domain containing 6"
"Vti1a",541,480,517,541,650,750,430,512,"vesicle transport through interaction with t-SNAREs 1A"
"Tcf7l2",501,720,277,448,225,234,260,404,"transcription factor 7 like 2, T cell specific, HMG box"
"Habp2",1,4,0,0,0,0,0,0,"hyaluronic acid binding protein 2"
"Nrap",0,0,5,0,0,2,1,1,"nebulin-related anchoring protein"
"Casp7",221,90,222,145,132,44,153,159,"caspase 7"
"Plekhs1",5,5,10,1,7,2,6,20,"pleckstrin homology domain containing, family S member 1"
"Dclre1a",318,382,290,470,514,382,292,463,"DNA cross-link repair 1A"
"Nhlrc2",932,1020,1182,1094,1486,1154,1053,1869,"NHL repeat containing 2"
"Adrb1",18,19,5,17,24,3,2,3,"adrenergic receptor, beta 1"
"Ccdc186",638,673,933,923,989,776,739,944,"coiled-coil domain containing 186"
"Tdrd1",4,3,6,16,83,4,1,10,"tudor domain containing 1"
"Vwa2",61,39,1,1,16,5,0,1,"von Willebrand factor A domain containing 2"
"Afap1l2",167,105,911,205,346,74,107,33,"actin filament associated protein 1-like 2"
"Ablim1",2640,3878,490,421,267,83,123,74,"actin-binding LIM protein 1"
"Fhip2a",560,601,1115,766,741,810,811,1024,"FHF complex subunit HOOK interacting protein 2A"
"Trub1",404,439,253,517,612,616,307,542,"TruB pseudouridine (psi) synthase family member 1"
"Atrnl1",296,347,1349,927,1407,1159,1007,856,"attractin like 1"
"Gfra1",18,6,202,22,270,65,27,45,"glial cell line derived neurotrophic factor family receptor alpha 1"
"Gm46650",0,0,0,0,3,0,0,0,"predicted gene, 46650"
"Ccdc172",0,0,0,0,0,0,0,0,"coiled-coil domain containing 172"
"Pnlip",0,1,0,0,1,0,0,0,"pancreatic lipase"
"Pnliprp1",0,1,0,0,0,0,0,0,"pancreatic lipase related protein 1"
"Pnliprp2",0,0,0,0,0,0,3,1,"pancreatic lipase-related protein 2"
"Spmip5",0,0,7,0,76,16,0,0,"sperm microtubule inner protein 5"
"Hspa12a",57,28,543,51,237,135,428,233,"heat shock protein 12A"
"Eno4",9,7,15,27,8,25,14,35,"enolase 4"
"Shtn1",9,0,48,8,209,61,25,22,"shootin 1"
"Vax1",0,2,2,0,0,0,0,0,"ventral anterior homeobox 1"
"Kcnk18",0,0,0,0,0,0,0,0,"potassium channel, subfamily K, member 18"
"Slc18a2",74,72,65,38,117,84,61,94,"solute carrier family 18 (vesicular monoamine), member 2"
"Pdzd8",1355,1760,2038,1441,2693,2163,1675,2314,"PDZ domain containing 8"
"Emx2",9,0,308,15,568,918,445,479,"empty spiracles homeobox 2"
"Rab11fip2",345,372,448,417,722,542,344,596,"RAB11 family interacting protein 2 (class I)"
"Fam204a",396,422,353,387,474,461,387,540,"family with sequence similarity 204, member A"
"Prlhr",0,1,1,0,0,0,3,2,"prolactin releasing hormone receptor"
"Cacul1",1281,1471,1543,1275,1824,2133,1717,2409,"CDK2 associated, cullin domain 1"
"Nanos1",93,110,136,144,86,192,92,251,"nanos C2HC-type zinc finger 1"
"Eif3a",8126,10353,9069,9898,11320,13974,9412,16468,"eukaryotic translation initiation factor 3, subunit A"
"Dennd10",302,283,601,444,443,387,446,481,"DENN domain containing 10"
"Sfxn4",48,29,15,76,53,18,39,28,"sideroflexin 4"
"Prdx3",1470,1951,1299,1776,1920,2251,1449,2179,"peroxiredoxin 3"
"Grk5",257,198,941,186,224,129,398,251,"G protein-coupled receptor kinase 5"
"Zfp950",311,200,200,420,247,131,185,231,"zinc finger protein 950"
"Mplkipl1",0,1,1,0,3,2,1,3,"M-phase specific PLK1 intereacting protein like 1"
"Csf2ra",278,162,179,160,169,114,119,126,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"Btbd35f23",0,1,0,0,0,0,0,0,"BTB domain containing 35, family member 23"
"Btbd35f11",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 11"
"Btbd35f18",1,0,0,0,0,0,0,0,"BTB domain containing 35, family member 18"
"Btbd35f10",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 10"
"Spin2-ps1",0,0,0,0,0,0,0,0,"spindlin family, member 2, pseudogene 1"
"Btbd35f16",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 16"
"Btbd35f3",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 3"
"Btbd35f28",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 28"
"Btbd35f20",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 20"
"Btbd35f17",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 17"
"Btbd35f4",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 4"
"Btbd35f27",0,0,0,0,0,0,0,0,"BTB domain containing 35, family member 27"
"Mycs",0,0,0,0,0,0,0,0,"myc-like oncogene, s-myc protein"
"Btbd35f7",0,1,0,0,0,0,0,0,"BTB domain containing 35, family member 7"
"Nudt11",3,0,18,34,36,10,9,42,"nudix hydrolase 11"
"Ezhip",0,0,0,0,0,0,0,0,"EZH inhibitory protein"
"Nudt10",6,2,15,30,15,2,7,31,"nudix hydrolase 10"
"Bmp15",0,0,0,0,1,0,0,0,"bone morphogenetic protein 15"
"Shroom4",57,103,286,306,178,101,207,290,"shroom family member 4"
"Dgkk",0,0,15,0,2,6,2,0,"diacylglycerol kinase kappa"
"Ccnb3",0,3,0,0,0,0,0,0,"cyclin B3"
"Akap4",0,0,0,0,0,0,0,0,"A kinase anchor protein 4"
"Clcn5",435,669,922,533,868,1190,965,1431,"chloride channel, voltage-sensitive 5"
"Usp27x",52,61,107,86,127,141,89,96,"ubiquitin specific peptidase 27, X chromosome"
"Ppp1r3f",45,43,49,23,76,14,39,70,"protein phosphatase 1, regulatory subunit 3F"
"Foxp3",0,0,5,1,1,3,4,7,"forkhead box P3"
"Ccdc22",468,475,390,517,519,527,414,538,"coiled-coil domain containing 22"
"Cacna1f",0,1,2,0,0,0,0,0,"calcium channel, voltage-dependent, alpha 1F subunit"
"Syp",6,6,0,14,8,0,1,5,"synaptophysin"
"Prickle3",89,80,149,58,114,33,84,61,"prickle planar cell polarity protein 3"
"Plp2",1320,1444,2321,1692,1558,2371,1623,2693,"proteolipid protein 2"
"Magix",3,2,1,0,3,1,0,3,"MAGI family member, X-linked"
"Gpkow",735,873,836,1106,1024,1018,767,840,"G patch domain and KOW motifs"
"Wdr45",589,469,339,415,575,390,323,463,"WD repeat domain 45"
"Praf2",439,513,1256,913,831,674,946,784,"PRA1 domain family 2"
"Ccdc120",149,189,128,186,177,172,156,231,"coiled-coil domain containing 120"
"Tfe3",1090,1038,933,825,1062,1040,1130,1461,"transcription factor E3"
"Gripap1",631,583,597,784,672,587,476,667,"GRIP1 associated protein 1"
"Kcnd1",19,13,200,109,64,19,185,135,"potassium voltage-gated channel, Shal-related family, member 1"
"Otud5",1587,1359,1242,1668,1734,1394,1299,1481,"OTU domain containing 5"
"Pim2",167,112,81,53,119,136,67,107,"proviral integration site 2"
"Slc35a2",527,468,715,534,539,393,567,395,"solute carrier family 35 (UDP-galactose transporter), member A2"
"Pqbp1",913,924,598,980,730,927,748,1076,"polyglutamine binding protein 1"
"Timm17b",549,567,439,672,523,389,457,546,"translocase of inner mitochondrial membrane 17b"
"Pcsk1n",1,0,12,4,2,3,1,0,"proprotein convertase subtilisin/kexin type 1 inhibitor"
"Eras",0,0,0,0,0,0,0,0,"ES cell-expressed Ras"
"Hdac6",765,907,516,686,782,606,669,707,"histone deacetylase 6"
"Gata1",1,0,0,0,0,0,0,0,"GATA binding protein 1"
"Glod5",1,3,0,0,0,0,0,6,"glyoxalase domain containing 5"
"Suv39h1",1716,2305,1791,1827,2115,3957,3416,3766,"suppressor of variegation 3-9 1"
"Was",74,40,29,1,15,7,22,12,"Wiskott-Aldrich syndrome"
"Wdr13",567,526,706,813,635,437,646,752,"WD repeat domain 13"
"Rbm3",8669,6542,8061,9351,7996,8243,7881,12022,"RNA binding motif (RNP1, RRM) protein 3"
"Tbc1d25",224,199,237,284,233,304,213,317,"TBC1 domain family, member 25"
"Ebp",767,639,791,957,658,453,675,546,"EBP cholestenol delta-isomerase"
"Porcn",99,36,133,170,88,27,102,60,"porcupine O-acyltransferase"
"Ftsj1",627,572,454,808,735,672,584,702,"FtsJ RNA 2'-O-methyltransferase 1"
"Slc38a5",1,0,0,0,0,0,1,0,"solute carrier family 38, member 5"
"Ssxb10",0,0,0,0,0,0,0,0,"SSX member B10"
"Ssxb9",0,0,0,0,1,0,0,0,"SSX member B9"
"Ssxb1",0,0,0,0,0,0,0,0,"SSX member B1"
"Ssxb2",0,0,0,0,0,0,0,0,"SSX member B2"
"Ssxb15",0,0,0,0,0,0,0,0,"SSX member B15"
"Ssxb6",0,0,0,0,0,0,0,0,"SSX member B6"
"Ssxb3",0,0,0,0,0,0,0,0,"SSX member B3"
"Ssxb7",0,0,0,0,0,0,0,0,"SSX member B7"
"Ssxb8",0,0,0,0,0,0,0,0,"SSX member B8"
"Ssxb13",0,0,0,0,0,0,0,0,"SSX member B13"
"Ssxb5",0,0,0,0,0,0,0,0,"SSX member B5"
"Ssxb14",0,0,0,0,0,0,0,0,"SSX member B14"
"Fthl17b",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, member B"
"Fthl17c",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, member C"
"Fthl17d",0,0,0,0,0,0,0,0,"ferritin, heavy polypeptide-like 17, member D"
