X,BC07,BC08,BC09,BC10,GENENAME
Atp6v0c,3937,3865,5490,5389,"ATPase, H+ transporting, lysosomal V0 subunit C"
Tbc1d24,272,555,315,346,"TBC1 domain family, member 24"
Ntn3,84,67,24,8,netrin 3
Tedc2,305,376,312,394,tubulin epsilon and delta complex 2
Ccnf,1623,1162,1865,1909,cyclin F
Abca17,1,0,0,0,"ATP-binding cassette, sub-family A member 17"
Abca3,126,221,697,259,"ATP-binding cassette, sub-family A member 3"
Rnps1,3729,3442,4622,4524,RNA binding protein with serine rich domain 1
Eci1,632,1162,846,701,enoyl-Coenzyme A delta isomerase 1
Dnase1l2,8,20,5,20,deoxyribonuclease 1-like 2
E4f1,407,410,376,480,E4F transcription factor 1
Pgp,1729,1477,1959,2445,phosphoglycolate phosphatase
Mlst8,421,410,384,477,"MTOR associated protein, LST8 homolog (S. cerevisiae)"
Bricd5,0,0,0,0,BRICHOS domain containing 5
Caskin1,31,25,23,38,CASK interacting protein 1
Traf7,2687,2471,2903,4262,TNF receptor-associated factor 7
Rab26,4,0,3,5,"RAB26, member RAS oncogene family"
Pkd1,1256,2295,1486,2776,"polycystin 1, transient receptor potential channel interacting"
Tsc2,1659,2183,1900,2327,TSC complex subunit 2
Nthl1,139,221,107,135,nth (endonuclease III)-like 1 (E.coli)
Nherf2,114,232,138,239,NHERF family PDZ scaffold protein 2
Npw,5,7,22,1,neuropeptide W
Zfp598,1715,1580,2350,2564,zinc finger protein 598
Syngr3,8,19,37,11,synaptogyrin 3
Gfer,415,548,1102,751,"growth factor, augmenter of liver regeneration"
Noxo1,30,23,37,63,NADPH oxidase organizer 1
Tbl3,2066,1756,3747,2818,transducin (beta)-like 3
Rnf151,2,6,4,6,ring finger protein 151
Rps2,48139,56222,63282,72433,ribosomal protein S2
Ndufb10,1330,1363,1788,1264,NADH:ubiquinone oxidoreductase subunit B10
Rpl3l,0,0,8,1,ribosomal protein L3-like
Msrb1,445,656,535,598,methionine sulfoxide reductase B1
Hs3st6,6,0,35,0,heparan sulfate (glucosamine) 3-O-sulfotransferase 6
Meiob,2,0,0,0,meiosis specific with OB domains
Hagh,360,300,673,358,hydroxyacyl glutathione hydrolase
Fahd1,151,244,93,171,fumarylacetoacetate hydrolase domain containing 1
Igfals,0,5,5,0,"insulin-like growth factor binding protein, acid labile subunit"
Nubp2,1039,964,1434,1197,nucleotide binding protein 2
Spsb3,550,708,792,756,splA/ryanodine receptor domain and SOCS box containing 3
Eme2,106,195,180,146,essential meiotic structure-specific endonuclease subunit 2
Mrps34,598,706,801,646,mitochondrial ribosomal protein S34
Nme3,66,80,90,66,NME/NM23 nucleoside diphosphate kinase 3
Mapk8ip3,975,1242,1115,1379,mitogen-activated protein kinase 8 interacting protein 3
Jpt2,2806,3046,2915,4169,Jupiter microtubule associated homolog 2
Cramp1,758,823,846,1174,cramped chromatin regulator 1
Ift140,665,926,681,559,intraflagellar transport 140
Tmem204,44,4,0,6,transmembrane protein 204
Telo2,938,927,994,1002,telomere maintenance 2
Ptx4,2,0,2,0,pentraxin 4
Clcn7,743,871,1050,1315,"chloride channel, voltage-sensitive 7"
Ccdc154,2,0,0,1,coiled-coil domain containing 154
Percc1,0,0,0,0,proline and glutamate rich with coiled coil 1
Uqcc4,564,511,642,559,ubiquinol-cytochrome c reductase complex assembly factor 4
Unkl,280,208,183,255,unkempt family like zinc finger
Gnptg,262,367,305,251,"N-acetylglucosamine-1-phosphotransferase, gamma subunit"
Tsr3,373,409,433,549,TSR3 20S rRNA accumulation
Baiap3,68,0,10,7,BAI1-associated protein 3
Ube2i,6009,5670,7493,9596,ubiquitin-conjugating enzyme E2I
Prss34,0,0,0,0,serine protease 34
Prss28,0,0,0,0,serine protease 28
Prss29,0,0,0,0,serine protease 29
Tpsab1,0,0,0,0,tryptase alpha/beta 1
Tpsb2,0,0,0,0,tryptase beta 2
Tpsg1,0,0,0,0,tryptase gamma 1
Cacna1h,42,88,3,7,"calcium channel, voltage-dependent, T type, alpha 1H subunit"
Tekt4,0,0,0,0,tektin 4
Sstr5,8,0,0,0,somatostatin receptor 5
Sox8,289,12,17,8,SRY (sex determining region Y)-box 8
Lmf1,212,295,193,217,lipase maturation factor 1
Gng13,3,1,2,4,"guanine nucleotide binding protein (G protein), gamma 13"
Chtf18,619,776,888,937,"CTF18, chromosome transmission fidelity factor 18"
Rpusd1,231,392,321,317,RNA pseudouridylate synthase domain containing 1
Mslnl,3,0,7,8,mesothelin-like
Msln,8,5,68,67,mesothelin
Ciao3,306,325,349,348,cytosolic iron-sulfur assembly component 3
Haghl,169,282,115,123,hydroxyacylglutathione hydrolase-like
Ccdc78,11,13,11,5,coiled-coil domain containing 78
Antkmt,294,450,369,328,adenine nucleotide translocase lysine methyltransferase
Metrn,466,510,601,650,"meteorin, glial cell differentiation regulator"
Fbxl16,17,145,39,44,F-box and leucine-rich repeat protein 16
Wdr24,529,622,683,615,WD repeat domain 24
Jmjd8,95,253,171,71,jumonji domain containing 8
Stub1,798,1101,1439,1238,STIP1 homology and U-Box containing protein 1
Rhbdl1,51,43,109,144,rhomboid like 1
Rhot2,1146,1038,1560,1087,ras homolog family member T2
Wdr90,630,1355,653,1068,WD repeat domain 90
Mcrip2,222,102,342,385,MAPK regulated corepressor interacting protein 2
Mettl26,347,295,400,255,methyltransferase like 26
Wfikkn1,13,25,17,37,"WAP, FS, Ig, KU, and NTR-containing protein 1"
Rab40c,516,523,439,472,"Rab40C, member RAS oncogene family"
Pigq,1694,1457,1861,1758,"phosphatidylinositol glycan anchor biosynthesis, class Q"
Nhlrc4,0,1,0,1,NHL repeat containing 4
Prr35,1,0,11,3,proline rich 35
Capn15,806,663,770,822,calpain 15
Rab11fip3,645,891,1095,1028,RAB11 family interacting protein 3 (class II)
Decr2,152,383,200,200,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
Nme4,433,752,449,482,NME/NM23 nucleoside diphosphate kinase 4
Pgap6,116,98,133,127,post-glycosylphosphatidylinositol attachment to proteins 6
Mrpl28,1310,1341,1661,1552,mitochondrial ribosomal protein L28
Axin1,1306,1344,1792,2255,axin 1
Pdia2,12,10,4,8,protein disulfide isomerase associated 2
Arhgdig,147,239,274,231,Rho GDP dissociation inhibitor gamma
Rgs11,23,21,11,17,regulator of G-protein signaling 11
Fam234a,857,1104,957,866,"family with sequence similarity 234, member A"
LOC118568322,0,0,0,0,elongin-C-like
Luc7l,1517,1779,1505,2254,Luc7-like
Neurl1b,90,50,3,6,neuralized E3 ubiquitin protein ligase 1B
Dusp1,893,443,1283,812,dual specificity phosphatase 1
Ergic1,3822,2964,3627,4150,endoplasmic reticulum-golgi intermediate compartment 1
Atp6v0e,1130,1007,1241,1192,"ATPase, H+ transporting, lysosomal V0 subunit E"
Crebrf,314,200,191,250,CREB3 regulatory factor
Bnip1,161,233,212,190,BCL2/adenovirus E1B interacting protein 1
Nkx2-5,1,1,0,4,NK2 homeobox 5
Kifc5b,490,519,448,560,kinesin family member C5B
Phf1,203,245,116,352,PHD finger protein 1
Cuta,723,650,967,1080,cutA divalent cation tolerance homolog
Syngap1,567,730,280,558,synaptic Ras GTPase activating protein 1 homolog (rat)
Zbtb9,340,287,380,334,zinc finger and BTB domain containing 9
Ggnbp1,24,47,26,50,gametogenetin binding protein 1
Bak1,1804,1477,1681,2224,BCL2-antagonist/killer 1
Itpr3,2870,557,1284,1923,"inositol 1,4,5-triphosphate receptor 3"
Uqcc2,727,809,705,893,ubiquinol-cytochrome c reductase complex assembly factor 2
Ip6k3,10,22,1,3,inositol hexaphosphate kinase 3
Lemd2,819,1015,1039,1549,LEM domain containing 2
Grm4,43,0,1,1,"glutamate receptor, metabotropic 4"
Hmga1,2576,1313,11364,13557,high mobility group AT-hook 1
Smim29,98,104,186,224,small integral membrane protein 29
Nudt3,1641,1762,1620,2747,nudix hydrolase 3
Rps10,8637,10464,12107,12906,ribosomal protein S10
Pacsin1,10,5,1,2,protein kinase C and casein kinase substrate in neurons 1
Spdef,2,0,6,0,SAM pointed domain containing ets transcription factor
Ilrun,2467,2442,3268,4053,inflammation and lipid regulator with UBA-like and NBR1-like domains
Snrpc,1388,1521,1993,1821,U1 small nuclear ribonucleoprotein C
Bltp3a,993,1193,1763,1370,bridge-like lipid transfer protein family member 3A
Taf11,625,728,821,803,TATA-box binding protein associated factor 11
Anks1,718,874,846,743,ankyrin repeat and SAM domain containing 1
Tcp11,20,4,3,2,t-complex protein 11
Scube3,1181,1061,42,73,"signal peptide, CUB domain, EGF-like 3"
Zfp523,423,827,374,641,zinc finger protein 523
Def6,73,66,2,94,differentially expressed in FDCP 6
Ppard,599,661,824,1022,peroxisome proliferator activator receptor delta
Fance,425,587,543,740,"Fanconi anemia, complementation group E"
Rpl10a,13433,19091,14954,13908,ribosomal protein L10A
Tead3,357,484,241,732,TEA domain family member 3
Tulp1,6,20,5,0,TUB like protein 1
Fkbp5,1749,898,1354,2485,FK506 binding protein 5
Armc12,0,0,0,0,armadillo repeat containing 12
Clpsl2,1,0,0,0,colipase-like 2
Clps,0,0,2,0,"colipase, pancreatic"
Lhfpl5,2,0,1,2,lipoma HMGIC fusion partner-like 5
Srpk1,2234,2038,3064,3052,serine/arginine-rich protein specific kinase 1
Slc26a8,1,6,7,9,"solute carrier family 26, member 8"
Mapk14,1862,1667,2560,2926,mitogen-activated protein kinase 14
Mapk13,5,3,24,13,mitogen-activated protein kinase 13
Brpf3,907,899,982,1231,"bromodomain and PHD finger containing, 3"
Pnpla1,1,0,0,0,patatin-like phospholipase domain containing 1
Bnip5,8,0,0,0,BCL2 interacting protein 5
Pxt1,0,0,0,0,"peroxisomal, testis specific 1"
Kctd20,2135,1940,1809,2283,potassium channel tetramerisation domain containing 20
Stk38,1025,1257,1137,1469,serine/threonine kinase 38
Srsf3,9031,8773,10605,11191,serine and arginine-rich splicing factor 3
Cdkn1a,1060,134,269,152,cyclin dependent kinase inhibitor 1A
Rab44,8,1,8,0,"RAB44, member RAS oncogene family"
Cpne5,1273,1,13,0,copine V
Ppil1,2568,1639,1962,2583,peptidylprolyl isomerase (cyclophilin)-like 1
BC004004,858,1331,898,977,cDNA sequence BC004004
Gm53222,19,9,8,13,"predicted gene, 53222"
Pi16,1,9,1,4,peptidase inhibitor 16
Mtch1,3941,4588,3116,5724,mitochondrial carrier 1
Fgd2,4,0,0,0,"FYVE, RhoGEF and PH domain containing 2"
Pim1,829,180,2134,788,proviral integration site 1
Tmem217b,4,0,0,0,transmembrane protein 217B
Tmem217,1,7,3,1,transmembrane protein 217
Tbc1d22b,543,525,570,591,"TBC1 domain family, member 22B"
Rnf8,95,74,110,144,ring finger protein 8
Cmtr1,83,76,116,97,cap methyltransferase 1
Ccdc167,121,188,75,101,coiled-coil domain containing 167
Mdga1,12,601,13,94,MAM domain containing glycosylphosphatidylinositol anchor 1
Zfand3,861,1173,1147,1656,"zinc finger, AN1-type domain 3"
Btbd9,393,491,480,494,BTB domain containing 9
Glo1,1940,1769,1901,2469,glyoxalase 1
Dnah8,25,1,5,1,"dynein, axonemal, heavy chain 8"
Glp1r,1,3,14,2,glucagon-like peptide 1 receptor
Umodl1,0,0,0,0,uromodulin-like 1
Abcg1,40,8,35,76,ATP binding cassette subfamily G member 1
Tff3,2,0,0,0,"trefoil factor 3, intestinal"
Tff2,0,0,0,0,trefoil factor 2 (spasmolytic protein 1)
Tff1,1,0,0,0,trefoil factor 1
Tmprss3,2,0,0,0,"transmembrane protease, serine 3"
Ubash3a,7,1,1,0,"ubiquitin associated and SH3 domain containing, A"
Rsph1,7,2,4,4,radial spoke head 1 homolog (Chlamydomonas)
Slc37a1,10,8,2,2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1"
Pde9a,16,10,18,6,phosphodiesterase 9A
Wdr4,1242,1022,1451,1734,WD repeat domain 4
Ndufv3,386,595,453,466,NADH:ubiquinone oxidoreductase core subunit V3
Pknox1,488,919,621,756,Pbx/knotted 1 homeobox
Cbs,30,203,119,8,cystathionine beta-synthase
U2af1,2752,2159,2867,3393,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1
Cryaa,0,0,0,0,"crystallin, alpha A"
Sik1,321,275,405,423,salt inducible kinase 1
Hsf2bp,3,3,5,2,heat shock transcription factor 2 binding protein
Rrp1b,2159,1981,3125,2674,ribosomal RNA processing 1B
Notch3,75,186,11,36,notch 3
Ephx3,1,3,5,0,epoxide hydrolase 3
Brd4,4330,3953,5746,5929,bromodomain containing 4
Akap8,2699,2241,2893,3114,A kinase anchor protein 8
Akap8l,504,640,482,519,A kinase anchor protein 8-like
Wiz,1953,2151,1821,2477,widely-interspaced zinc finger motifs
Rasal3,0,0,0,1,RAS protein activator like 3
Pglyrp2,0,0,0,0,peptidoglycan recognition protein 2
Cyp4f39,1,0,0,0,"cytochrome P450, family 4, subfamily f, polypeptide 39"
Cyp4f17,43,67,58,45,"cytochrome P450, family 4, subfamily f, polypeptide 17"
Cyp4f16,229,319,356,358,"cytochrome P450, family 4, subfamily f, polypeptide 16"
Cyp4f37,0,3,2,0,"cytochrome P450, family 4, subfamily f, polypeptide 37"
Cyp4f40,2,1,0,0,"cytochrome P450, family 4, subfamily f, polypeptide 40"
Cyp4f15,1,0,0,0,"cytochrome P450, family 4, subfamily f, polypeptide 15"
Zfp871,1870,1951,1532,1735,zinc finger protein 871
Zfp811,3,17,1,2,zinc finger protein 811
Zfp799,282,469,180,204,zinc finger protein 799
Zfp870,81,146,152,125,zinc finger protein 870
Cyp4f14,1,3,0,1,"cytochrome P450, family 4, subfamily f, polypeptide 14"
Cyp4f13,77,121,97,80,"cytochrome P450, family 4, subfamily f, polypeptide 13"
Zfp472,133,132,170,157,zinc finger protein 472
Zfp952,142,176,165,135,zinc finger protein 952
Zfp763,119,171,122,120,zinc finger protein 763
Zfp563,85,138,74,63,zinc finger protein 563
Morc2b,1,0,2,2,microrchidia 2B
Gm21062,0,0,0,0,"predicted gene, 21062"
Or10h1b,0,0,0,0,olfactory receptor family 10 subfamily H member 1B
Or10h1,0,0,0,0,olfactory receptor family 10 subfamily H member 1
Or10h5,0,0,1,4,olfactory receptor family 10 subfamily H member 5
Zfp955a,209,240,266,362,zinc finger protein 955A
Or10h28,0,0,0,0,olfactory receptor family 10 subfamily H member 28
Zfp955b,314,308,294,317,zinc finger protein 955B
Zfp81,341,305,304,315,zinc finger protein 81
Zfp101,135,249,188,249,zinc finger protein 101
Actl9,0,0,0,1,actin-like 9
Nfilz,0,0,0,0,NFIL3 like basic leucine zipper
Adamts10,593,683,339,600,ADAM metallopeptidase with thrombospondin type 1 motif 10
Myo1f,5,1,0,4,myosin IF
Zfp414,296,443,266,346,zinc finger protein 414
Pram1,11,4,13,14,PML-RAR alpha-regulated adaptor molecule 1
Hnrnpm,8250,8908,10342,10879,heterogeneous nuclear ribonucleoprotein M
Marchf2,170,227,332,291,membrane associated ring-CH-type finger 2
Rab11b,2083,2357,2025,2451,"RAB11B, member RAS oncogene family"
Angptl4,151,87,180,50,angiopoietin-like 4
Kank3,110,93,158,65,KN motif and ankyrin repeat domains 3
Rps28,4200,3836,3812,5399,ribosomal protein S28
Ndufa7,1324,1616,1574,1823,NADH:ubiquinone oxidoreductase subunit A7
Cd320,537,586,719,638,CD320 antigen
Kifc1,1273,1539,1236,1697,kinesin family member C1
Smim40,4,1,0,1,small integral membrane protein 40
Daxx,1028,884,961,965,Fas death domain-associated protein
Zbtb22,464,604,460,583,zinc finger and BTB domain containing 22
Tapbp,1413,2246,438,1220,TAP binding protein
Rgl2,669,795,797,1064,ral guanine nucleotide dissociation stimulator-like 2
Pfdn6,1060,971,1436,1125,prefoldin subunit 6
Wdr46,2090,1914,3104,2606,WD repeat domain 46
B3galt4,38,41,82,39,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
Rps18,13254,16115,15211,16038,ribosomal protein S18
Vps52,1097,1478,1461,1353,VPS52 GARP complex subunit
H2-K1,4059,446,792,316,"histocompatibility 2, K1, K region"
Ring1,287,441,238,216,ring finger protein 1
Hsd17b8,325,398,379,206,hydroxysteroid 17-beta dehydrogenase 8
Slc39a7,4873,4456,4704,5317,"solute carrier family 39 (zinc transporter), member 7"
Rxrb,1708,1782,1436,1490,retinoid X receptor beta
Col11a2,740,413,76,72,"collagen, type XI, alpha 2"
H2-Oa,0,0,0,0,"histocompatibility 2, O region alpha locus"
Brd2,5650,6412,11660,9419,bromodomain containing 2
H2-DMa,81,65,44,38,"histocompatibility 2, class II, locus DMa"
H2-DMb2,4,0,0,0,"histocompatibility 2, class II, locus Mb2"
H2-DMb1,70,6,5,7,"histocompatibility 2, class II, locus Mb1"
Psmb9,63,25,6,5,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
Tap1,317,147,20,32,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
Psmb8,269,38,2,52,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"
Tap2,363,243,59,76,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
H2-Ob,0,1,0,0,"histocompatibility 2, O region beta locus"
H2-Ab1,39,0,2,3,"histocompatibility 2, class II antigen A, beta 1"
H2-Aa,14,0,0,0,"histocompatibility 2, class II antigen A, alpha"
H2-Eb1,15,0,0,2,"histocompatibility 2, class II antigen E beta"
H2-Eb2,0,0,0,0,"histocompatibility 2, class II antigen E beta2"
H2-Ea,0,0,0,0,"histocompatibility 2, class II antigen E alpha"
Btnl2,0,0,0,0,butyrophilin-like 2
Btnl1,0,0,0,0,butyrophilin-like 1
Tsbp1,0,0,2,3,testis expressed basic protein 1
Btnl4,1,0,0,0,butyrophilin-like 4
Btnl6,0,0,0,0,butyrophilin-like 6
Notch4,32,10,3,23,notch 4
Gpsm3,118,27,91,80,"G-protein signalling modulator 3 (AGS3-like, C. elegans)"
Pbx2,829,629,446,588,pre B cell leukemia homeobox 2
Ager,30,6,7,30,advanced glycosylation end product-specific receptor
Rnf5,758,641,644,553,ring finger protein 5
Agpat1,1598,1416,2251,2792,1-acylglycerol-3-phosphate O-acyltransferase 1
Egfl8,37,22,26,21,EGF-like domain 8
Ppt2,478,529,655,425,palmitoyl-protein thioesterase 2
Prrt1,0,0,0,3,proline-rich transmembrane protein 1
Fkbpl,90,113,120,72,FK506 binding protein-like
Atf6b,1977,1725,1950,1724,activating transcription factor 6 beta
Tnxb,90,24,99,138,tenascin XB
C4b,1726,272,57,1,complement C4B (Chido blood group)
Cyp21a1,0,0,0,0,"cytochrome P450, family 21, subfamily a, polypeptide 1"
C4a,84,21,9,28,complement C4A (Rodgers blood group)
Stk19,303,292,363,463,serine/threonine kinase 19
Dxo,301,336,396,333,decapping exoribonuclease
Skic2,1173,1768,1293,1384,SKI2 subunit of superkiller complex
Nelfe,765,1080,956,1135,"negative elongation factor complex member E, Rdbp"
Cfb,98,50,90,108,complement factor B
C2,661,8,11,28,complement C2
Zbtb12,468,550,341,573,zinc finger and BTB domain containing 12
Ehmt2,4131,4225,3903,5522,euchromatic histone lysine N-methyltransferase 2
Slc44a4,27,1,23,0,"solute carrier family 44, member 4"
Neu1,496,243,511,227,neuraminidase 1
Hspa1b,1019,1227,2657,3381,heat shock protein 1B
Hspa1a,508,550,1098,1318,heat shock protein 1A
Hspa1l,109,105,63,158,heat shock protein 1-like
Lsm2,1151,882,1153,1311,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
D17H6S56E-5,2465,2538,2243,3383,"DNA segment, Chr 17, human D6S56E 5"
Vars1,7839,6949,10914,12348,valyl-tRNA synthetase 1
Vwa7,11,3,6,7,von Willebrand factor A domain containing 7
Sapcd1,9,0,3,2,suppressor APC domain containing 1
Msh5,29,38,35,40,mutS homolog 5
Clic1,1338,1514,2071,3175,chloride intracellular channel 1
Ddah2,219,521,123,478,"DDAH family member 2, ADMA independent"
Mpig6b,0,3,0,0,megakaryocyte and platelet inhibitory receptor G6b
Ly6g6c,0,0,0,0,lymphocyte antigen 6 family member G6C
Ly6g6d,1,0,0,0,lymphocyte antigen 6 family member G6D
Ly6g6e,0,0,0,0,lymphocyte antigen 6 family member G6E
Ly6g6f,0,0,0,0,lymphocyte antigen 6 family member G6F
Abhd16a,781,1063,629,586,abhydrolase domain containing 16A
Ly6g5c,0,0,0,1,lymphocyte antigen 6 family member G5C
Ly6g5b,19,7,14,34,lymphocyte antigen 6 family member G5B
Csnk2b,456,417,511,454,"casein kinase 2, beta polypeptide"
Gpank1,239,198,282,249,G patch domain and ankyrin repeats 1
D17H6S53E,170,153,206,170,"DNA segment, Chr 17, human D6S53E"
Apom,2,1,4,4,apolipoprotein M
Bag6,6658,7387,8001,8724,BCL2-associated athanogene 6
Prrc2a,15493,16205,20399,20822,proline-rich coiled-coil 2A
Aif1,0,0,0,0,allograft inflammatory factor 1
Lst1,0,0,0,0,leukocyte specific transcript 1
Ltb,3,0,1,0,lymphotoxin B
Tnf,0,0,0,0,tumor necrosis factor
Lta,0,0,1,0,lymphotoxin A
Nfkbil1,152,242,124,220,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1
Atp6v1g2,22,42,15,34,"ATPase, H+ transporting, lysosomal V1 subunit G2"
Ddx39b,5220,6953,8088,5619,DEAD box helicase 39b
H2-D1,5891,488,1556,1024,"histocompatibility 2, D region locus 1"
H2-Q1,6,0,5,0,"histocompatibility 2, Q region locus 1"
H2-Q2,0,0,0,0,"histocompatibility 2, Q region locus 2"
H2-Q4,535,21,37,23,"histocompatibility 2, Q region locus 4"
H2-Q6,490,0,8,0,"histocompatibility 2, Q region locus 6"
H2-Q7,782,2,24,2,"histocompatibility 2, Q region locus 7"
H2-Q8,510,0,10,1,"histocompatibility 2, Q region locus 8"
H2-Q9,765,2,31,3,"histocompatibility 2, Q region locus 9"
H2-Q10,3,0,0,1,"histocompatibility 2, Q region locus 10"
Pou5f1,0,0,0,0,"POU domain, class 5, transcription factor 1"
Tcf19,698,1020,763,1138,transcription factor 19
Cchcr1,656,1063,739,1241,coiled-coil alpha-helical rod protein 1
Psors1c2,12,15,7,18,psoriasis susceptibility 1 candidate 2 (human)
Cdsn,165,176,35,35,corneodesmosin
2300002M23Rik,0,0,0,1,RIKEN cDNA 2300002M23 gene
Muc21,0,0,0,0,mucin 21
Mucl3,51,0,16,10,mucin like 3
Sfta2,0,0,0,0,surfactant associated 2
Vars2,1118,1124,998,1036,"valyl-tRNA synthetase 2, mitochondrial"
Gtf2h4,767,812,1104,855,"general transcription factor II H, polypeptide 4"
Ddr1,1630,2576,829,1062,"discoidin domain receptor family, member 1"
Ier3,860,686,1815,1589,immediate early response 3
Flot1,455,825,688,634,flotillin 1
Tubb5,26543,36557,42536,45843,"tubulin, beta 5 class I"
Mdc1,2106,3030,2390,3415,mediator of DNA damage checkpoint 1
Nrm,333,682,439,358,nurim (nuclear envelope membrane protein)
Ppp1r18,423,826,1379,2557,"protein phosphatase 1, regulatory subunit 18"
Dhx16,1254,1587,1934,1749,DEAH-box helicase 16
2310061I04Rik,496,505,508,756,RIKEN cDNA 2310061I04 gene
Atat1,124,325,136,235,alpha tubulin acetyltransferase 1
Mrps18b,1343,983,1625,1565,mitochondrial ribosomal protein S18B
Ppp1r10,1885,1931,2140,2453,"protein phosphatase 1, regulatory subunit 10"
Abcf1,4669,4542,7202,6099,"ATP-binding cassette, sub-family F member 1"
Prr3,406,560,437,559,proline-rich polypeptide 3
Gnl1,1321,1592,1952,2232,guanine nucleotide binding protein-like 1
H2-T24,106,68,101,139,"histocompatibility 2, T region locus 24"
H2-T23,104,241,241,98,"histocompatibility 2, T region locus 23"
H2-T22,385,593,464,577,"histocompatibility 2, T region locus 22"
H2-T27,4,0,0,0,"histocompatibility 2, T region locus 27"
H2-Bl,1,0,0,0,"histocompatibility 2, blastocyst"
Gm54002,2,0,0,2,"predicted gene, 54002"
H2-T10,11,9,6,18,"histocompatibility 2, T region locus 10"
H2-T25,30,0,0,10,"histocompatibility-2, T region locus 25"
Gm10499,3,0,0,0,predicted gene 10499
H2-T26,4,0,1,0,"histocompatibility 2, T region locus 26"
H2-T3,0,0,0,0,"histocompatibility 2, T region locus 3"
Rpp21,121,121,135,115,ribonuclease P 21 subunit
Trim39,281,369,313,471,tripartite motif-containing 39
H2-M10.2,1,1,2,1,"histocompatibility 2, M region locus 10.2"
H2-M10.1,0,0,0,0,"histocompatibility 2, M region locus 10.1"
H2-M10.3,0,0,0,0,"histocompatibility 2, M region locus 10.3"
H2-M10.4,0,0,1,0,"histocompatibility 2, M region locus 10.4"
H2-M11,0,0,0,0,"histocompatibility 2, M region locus 11"
H2-M9,0,0,0,0,"histocompatibility 2, M region locus 9"
H2-M1,0,0,0,0,"histocompatibility 2, M region locus 1"
H2-M10.5,0,0,0,0,"histocompatibility 2, M region locus 10.5"
H2-M10.6,0,0,0,0,"histocompatibility 2, M region locus 10.6"
Trim26,443,728,652,633,tripartite motif-containing 26
Trim15,7,2,8,7,tripartite motif-containing 15
Trim10,4,0,0,0,tripartite motif-containing 10
Trim40,4,0,0,0,tripartite motif-containing 40
Trim31,0,0,0,0,tripartite motif-containing 31
Rnf39,52,9,13,10,ring finger protein 39
Ppp1r11,614,442,789,741,"protein phosphatase 1, regulatory inhibitor subunit 11"
Polr1h,285,325,330,320,RNA polymerase I subunit H
Polr1has,89,89,77,98,"RNA polymerase I subunit H, antisense"
2410137M14Rik,0,0,0,0,RIKEN cDNA 2410137M14 gene
H2-M5,2,5,1,8,"histocompatibility 2, M region locus 5"
Zfp57,99,149,148,217,zinc finger protein 57
Mog,2,0,0,0,myelin oligodendrocyte glycoprotein
Gabbr1,286,413,133,221,gamma-aminobutyric acid type B receptor subunit 1
Or2h2,0,0,0,0,olfactory receptor family 2 subfamily H member 2
Or2h1,1,0,1,0,olfactory receptor family 2 subfamily H member 1
Or2h2c,2,0,0,0,olfactory receptor family 2 subfamily H member 2C
Or2h1b,0,0,0,0,olfactory receptor family 2 subfamily H member 1B
Ubd,0,0,0,0,ubiquitin D
Or2i1,0,0,0,0,olfactory receptor family 2 subfamily I member 1
Or10c1,0,0,0,0,olfactory receptor family 10 subfamily C member 1
Or11a4,0,0,0,0,olfactory receptor family 11 subfamily A member 4
Or1o2,0,0,0,0,olfactory receptor family 1 subfamily O member 2
Or1o3,0,0,0,0,olfactory receptor family 1 subfamily O member 3
H2-M3,64,73,54,56,"histocompatibility 2, M region locus 3"
Or1o4,1,0,3,0,olfactory receptor family 1 subfamily O member 4
Or12d12,0,0,0,0,olfactory receptor family 12 subfamily D member 12
Or12d2,0,0,0,0,olfactory receptor family 12 subfamily D member 2
Or12d13,0,0,0,0,olfactory receptor family 12 subfamily D member 13
Or1o1,0,0,0,0,olfactory receptor family 1 subfamily O member 1
Or1o11,0,0,0,0,olfactory receptor family 1 subfamily O member 11
Or12d17,0,0,0,0,olfactory receptor family 12 subfamily D member 17
H2-M2,0,0,0,0,"histocompatibility 2, M region locus 2"
Or5v1,0,0,0,0,olfactory receptor family 5 subfamily V member 1
Or5v1b,0,0,0,0,olfactory receptor family 5 subfamily V member 1B
Or14j9,0,0,0,0,olfactory receptor family 14 subfamily J member 9
Or14j2,0,0,0,0,olfactory receptor family 14 subfamily J member 2
Or14j3,0,0,0,0,olfactory receptor family 14 subfamily J member 3
Or14j4,0,0,0,0,olfactory receptor family 14 subfamily J member 4
Or14j10,0,0,0,0,olfactory receptor family 14 subfamily J member 10
Or2g25,0,0,0,0,olfactory receptor family 2 subfamily G member 25
Or10al2,0,0,0,0,olfactory receptor family 10 subfamily AL member 2
Or10al3,0,0,0,0,olfactory receptor family 10 subfamily AL member 3
Or10al4,0,0,0,0,olfactory receptor family 10 subfamily AL member 4
