X,BC07_tumor,BC08_tumor,BC09_tumor,BC10_tumor,GENENAME
Mroh5,0,0,0,0,maestro heat-like repeat family member 5
Ndufb4c,604,215,612,268,NADH:ubiquinone oxidoreductase subunit B4C
Gm6569,0,0,1,0,predicted gene 6569
Adgrb1,2,6,1,0,adhesion G protein-coupled receptor B1
Mroh4,2,0,0,0,maestro heat-like repeat family member 4
Arc,158,48,26,15,activity regulated cytoskeletal-associated protein
Jrk,323,255,326,210,jerky
Psca,2,0,0,0,prostate stem cell antigen
Them6,1593,419,1696,719,thioesterase superfamily member 6
Slurp1,2,0,0,0,secreted Ly6/Plaur domain containing 1
Lypd2,7,0,0,0,Ly6/Plaur domain containing 2
Slurp2,1,0,0,0,secreted Ly6/Plaur domain containing 2
Lynx1,143,831,163,161,Ly6/neurotoxin 1
Ly6d,9,4,2,0,lymphocyte antigen 6 family member D
Ly6g6g,42,0,1,0,lymphocyte antigen 6 family member G6G
Ly6k,789,35,32,0,lymphocyte antigen 6 family member K
Gml,0,6,0,0,glycosylphosphatidylinositol anchored molecule like
Gml2,0,5,0,0,glycosylphosphatidylinositol anchored molecule like 2
Cyp11b1,0,76,19,5,"cytochrome P450, family 11, subfamily b, polypeptide 1"
Cyp11b2,0,0,0,0,"cytochrome P450, family 11, subfamily b, polypeptide 2"
Ly6m,0,0,0,0,lymphocyte antigen 6 family member M
Ly6e,5725,1955,4378,5567,lymphocyte antigen 6 family member E
Ly6i,1,1,2,0,lymphocyte antigen 6 family member I
Ly6a,1122,431,1201,1966,lymphocyte antigen 6 family member A
Ly6c1,236,99,407,641,lymphocyte antigen 6 family member C1
Ly6c2,3,0,6,5,lymphocyte antigen 6 family memberC2
Ly6a2,0,0,0,0,lymphocyte antigen 6 family member A2
Ly6g,0,0,2,0,lymphocyte antigen 6 family member G
Ly6g2,0,4,0,0,lymphocyte antigen 6 family member G2
Ly6f,2,3,0,6,lymphocyte antigen 6 family member F
Ly6l,0,0,0,0,lymphocyte antigen 6 family member L
Gm34531,0,0,0,0,"predicted gene, 34531"
Gm34593,0,0,0,0,"predicted gene, 34593"
Gm34646,0,0,0,0,"predicted gene, 34646"
Ly6h,1,0,0,0,lymphocyte antigen 6 family member H
Gpihbp1,5,18,15,1,GPI-anchored HDL-binding protein 1
Zfp41,261,204,509,381,zinc finger protein 41
2810039B14Rik,25,25,26,22,RIKEN cDNA 2810039B14 gene
Top1mt,368,236,511,376,"DNA topoisomerase 1, mitochondrial"
Rhpn1,40,33,86,43,"rhophilin, Rho GTPase binding protein 1"
Mafa,325,13,12,19,MAF bZIP transcription factor A
Zc3h3,342,348,421,237,zinc finger CCCH type containing 3
Gsdmd,471,460,153,435,gasdermin D
Mroh6,12,9,15,7,maestro heat-like repeat family member 6
Naprt,89,167,182,127,nicotinate phosphoribosyltransferase
Eef1d,4034,3442,4631,4294,eukaryotic translation elongation factor 1 delta
Tigd5,67,76,62,56,tigger transposable element derived 5
Pycr3,978,649,1118,619,pyrroline-5-carboxylate reductase 3
Gfus,846,629,1045,758,GDP-L-fucose synthase
Zfp623,303,226,483,268,zinc finger protein 623
Zfp707,132,74,167,94,zinc finger protein 707
Ccdc166,101,47,85,41,coiled-coil domain containing 166
Mapk15,4,4,7,0,mitogen-activated protein kinase 15
Fam83h,153,103,199,80,"family with sequence similarity 83, member H"
Iqank1,9,5,15,2,IQ motif and ankyrin repeat containing 1
Scrib,2101,2123,3498,2132,scribbled planar cell polarity
Puf60,3522,2686,3952,3036,poly-U binding splicing factor 60
Nrbp2,534,404,622,152,nuclear receptor binding protein 2
Eppk1,331,43,17,19,epiplakin 1
BC024139,3,0,1,0,cDNA sequence BC024139
Plec,6953,11538,4674,7226,plectin
Parp10,719,148,255,375,"poly (ADP-ribose) polymerase family, member 10"
Grina,934,1461,2211,1891,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)"
Spatc1,0,1,1,0,spermatogenesis and centriole associated 1
Smpd5,1,22,13,2,sphingomyelin phosphodiesterase 5
Oplah,254,146,323,201,5-oxoprolinase (ATP-hydrolysing)
Exosc4,697,446,968,510,exosome component 4
Gpaa1,934,1160,1376,930,GPI anchor attachment protein 1
Cyc1,3764,2741,5130,3105,cytochrome c-1
Sharpin,521,413,546,420,SHANK-associated RH domain interacting protein
Maf1,1451,878,2104,1225,"MAF1 homolog, negative regulator of RNA polymerase III"
Wdr97,54,12,28,6,WD repeat domain 97
Hgh1,769,434,981,411,HGH1 homolog
Tssk5,2,0,0,0,testis-specific serine kinase 5
Mroh1,829,1863,1411,1472,maestro heat-like repeat family member 1
Bop1,2679,2095,3781,2060,block of proliferation 1
Scx,297,138,113,20,scleraxis scleraxis bHLH transcription factor
Hsf1,1216,1015,1561,1020,heat shock factor 1
Dgat1,218,400,392,288,diacylglycerol O-acyltransferase 1
Scrt1,1,10,4,3,scratch family zinc finger 1
Tmem249,0,0,0,0,transmembrane protein 249
Fbxl6,830,675,1184,577,F-box and leucine-rich repeat protein 6
Slc52a2,372,508,575,358,"solute carrier protein 52, member 2"
Adck5,504,327,477,376,aarF domain containing kinase 5
Cpsf1,2450,1730,3491,2312,cleavage and polyadenylation specific factor 1
Slc39a4,6,40,55,15,"solute carrier family 39 (zinc transporter), member 4"
Vps28,600,655,1071,650,vacuolar protein sorting 28
Tonsl,437,387,421,269,"tonsoku-like, DNA repair protein"
Gm57852,0,0,0,0,"predicted gene, 57852"
Zftraf1,1038,765,876,707,zinc finger TRAF type containing 1
Tmem276,83,83,154,73,transmembrane protein 276
Kifc2,19,18,30,20,kinesin family member C2
Foxh1,1,0,0,0,forkhead box H1
Ppp1r16a,344,393,505,389,"protein phosphatase 1, regulatory subunit 16A"
Gpt,95,45,100,80,"glutamic pyruvic transaminase, soluble"
Mfsd3,66,134,176,93,major facilitator superfamily domain containing 3
Recql4,536,308,826,421,RecQ protein-like 4
Lrrc14,558,566,767,566,leucine rich repeat containing 14
Lrrc24,24,18,32,27,leucine rich repeat containing 24
C030006K11Rik,435,255,573,207,RIKEN cDNA C030006K11 gene
Arhgap39,292,264,848,350,Rho GTPase activating protein 39
Zfp251,404,439,753,416,zinc finger protein 251
Zfp7,317,268,404,241,zinc finger protein 7
Commd5,10,3,3,2,COMM domain containing 5
Rpl8,22727,16543,34842,22755,ribosomal protein L8
Zfp647,129,83,204,151,zinc finger protein 647
1110038F14Rik,441,385,655,391,RIKEN cDNA 1110038F14 gene
Gm53916,0,0,0,0,"predicted gene, 53916"
Mb,1,7,2,0,myoglobin
Apol6,144,120,63,46,apolipoprotein L 6
Rbfox2,1816,2230,2116,1973,"RNA binding protein, fox-1 homolog (C. elegans) 2"
Apol7a,8,5,3,28,apolipoprotein L 7a
Apol9a,1223,79,84,138,apolipoprotein L 9a
Apol7b,21,0,0,0,apolipoprotein L 7b
Apol10a,0,0,0,0,apolipoprotein L 10A
Apol11a,0,0,0,0,apolipoprotein L 11a
Apol7c,2,0,0,0,apolipoprotein L 7c
Apol10b,41,79,3,21,apolipoprotein L 10B
Apol11b,0,0,1,0,apolipoprotein L 11b
Apol7e,24,0,0,0,apolipoprotein L 7e
Apol9b,1181,79,77,105,apolipoprotein L 9b
Apol8,14,22,10,10,apolipoprotein L 8
Myh9,15407,50695,21742,28125,"myosin, heavy polypeptide 9, non-muscle"
Txn2,2596,2170,3405,2101,thioredoxin 2
Foxred2,370,139,1083,316,FAD-dependent oxidoreductase domain containing 2
Eif3d,5632,4424,7347,5340,"eukaryotic translation initiation factor 3, subunit D"
Cacng2,0,0,0,0,"calcium channel, voltage-dependent, gamma subunit 2"
Ift27,327,296,432,303,intraflagellar transport 27
Pvalb,0,0,0,0,parvalbumin
Ncf4,11,9,0,10,neutrophil cytosolic factor 4
Csf2rb2,6,56,9,25,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
Csf2rb,6,90,9,51,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
Cimip4,0,0,0,0,ciliary microtubule inner protein 4
Tst,1334,121,476,140,"thiosulfate sulfurtransferase, mitochondrial"
Mpst,552,373,792,393,mercaptopyruvate sulfurtransferase
Kctd17,2231,3028,2294,2897,potassium channel tetramerisation domain containing 17
Tmprss6,0,5,1,2,transmembrane serine protease 6
Il2rb,22,11,0,5,"interleukin 2 receptor, beta chain"
C1qtnf6,1109,1205,760,1944,C1q and tumor necrosis factor related protein 6
Sstr3,9,1,0,1,somatostatin receptor 3
Rac2,26,40,13,25,Rac family small GTPase 2
Cyth4,21,46,14,44,cytohesin 4
Elfn2,82,1,22,0,"leucine rich repeat and fibronectin type III, extracellular 2"
Mfng,16,68,30,10,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
Card10,965,133,237,13,"caspase recruitment domain family, member 10"
Cdc42ep1,1763,1200,1786,1396,CDC42 effector protein 1
Lgals2,75,1,22,2,"lectin, galactose-binding, soluble 2"
Gga1,1419,1292,1887,1148,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
Sh3bp1,2621,779,996,810,SH3-domain binding protein 1
Pdxp,807,271,874,412,"pyridoxal (pyridoxine, vitamin B6) phosphatase"
Lgals1,9576,22546,11680,27297,"lectin, galactose binding, soluble 1"
Nol12,649,706,888,616,nucleolar protein 12
Triobp,525,1760,1480,1414,TRIO and F-actin binding protein
H1f0,2348,1719,5895,2962,H1.0 linker histone
Gcat,1172,509,1345,802,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)
Galr3,0,0,0,1,galanin receptor 3
Ankrd54,539,382,710,442,ankyrin repeat domain 54
Eif3l,4050,3977,5534,4147,"eukaryotic translation initiation factor 3, subunit L"
Micall1,458,1504,1033,782,"microtubule associated monooxygenase, calponin and LIM domain containing -like 1"
1700088E04Rik,3,2,8,6,RIKEN cDNA 1700088E04 gene
Polr2f,1855,858,1694,982,polymerase (RNA) II (DNA directed) polypeptide F
Sox10,0,64,5220,0,SRY (sex determining region Y)-box 10
Pick1,212,218,533,217,protein interacting with C kinase 1
Slc16a8,7,2,25,2,"solute carrier family 16 (monocarboxylic acid transporters), member 8"
Baiap2l2,6,17,16,13,BAI1-associated protein 2-like 2
Pla2g6,632,379,875,596,"phospholipase A2, group VI"
Maff,220,1670,663,320,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)"
Tmem184b,1651,2819,1714,1864,transmembrane protein 184b
Csnk1e,1324,2338,3442,2186,"casein kinase 1, epsilon"
Kcnj4,27,20,41,40,"potassium inwardly-rectifying channel, subfamily J, member 4"
Kdelr3,827,2090,864,1383,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
Ddx17,7675,6622,8890,6199,DEAD box helicase 17
Dmc1,57,4,0,1,DNA meiotic recombinase 1
Fam227a,29,11,28,14,"family with sequence similarity 227, member A"
Cby1,212,174,352,161,"chibby family member 1, beta catenin antagonist"
Tomm22,1763,1333,1951,1580,translocase of outer mitochondrial membrane 22
Josd1,1914,1385,4047,1805,Josephin domain containing 1
Gtpbp1,1477,978,1899,1127,GTP binding protein 1
Sun2,2683,2684,2471,1763,Sad1 and UNC84 domain containing 2
Dnal4,350,335,532,324,"dynein, axonemal, light chain 4"
Npcd,0,0,0,0,neuronal pentraxin chromo domain
Nptxr,3,40,12,37,neuronal pentraxin receptor
Cbx6,1769,2368,2673,2363,chromobox 6
Apobec3,1634,364,782,1119,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
Cbx7,49,43,100,42,chromobox 7
Pdgfb,30,576,126,38,"platelet derived growth factor, B polypeptide"
Rpl3,23089,18632,39610,21140,ribosomal protein L3
Syngr1,10,45,824,35,synaptogyrin 1
Tab1,530,276,815,371,TGF-beta activated kinase 1/MAP3K7 binding protein 1
Mgat3,1014,642,273,469,mannoside acetylglucosaminyltransferase 3
Mief1,721,740,1361,791,mitochondrial elongation factor 1
Atf4,4046,4524,11166,5455,activating transcription factor 4
Rps19bp1,395,460,670,566,ribosomal protein S19 binding protein 1
Cacna1i,32,0,2,0,"calcium channel, voltage-dependent, alpha 1I subunit"
Enthd1,1,2,0,3,ENTH domain containing 1
Grap2,0,0,0,2,GRB2-related adaptor protein 2
Fam83f,0,6,13,7,"family with sequence similarity 83, member F"
Tnrc6b,1693,889,1170,974,trinucleotide repeat containing 6b
Adsl,2431,1453,3061,1698,adenylosuccinate lyase
Sgsm3,500,380,961,371,small G protein signaling modulator 3
Mrtfa,674,2914,1003,1638,myocardin related transcription factor A
Mchr1,0,1,0,3,melanin-concentrating hormone receptor 1
Slc25a17,1061,1073,1540,1031,"solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17"
St13,3589,3527,5076,4336,suppression of tumorigenicity 13
Xpnpep3,623,439,875,492,"X-prolyl aminopeptidase 3, mitochondrial"
Dnajb7,6,3,3,0,DnaJ heat shock protein family (Hsp40) member B7
Rbx1,1797,1451,1653,1513,ring-box 1
Gm5218,2,0,1,1,predicted gene 5218
1110025M09Rik,60,36,48,64,RIKEN cDNA 1110025M09 gene
Ep300,1668,1637,1669,1546,E1A binding protein p300
L3mbtl2,736,679,1004,646,L3MBTL2 polycomb repressive complex 1 subunit
Chadl,0,12,10,11,chondroadherin-like
Rangap1,4111,3766,4903,4070,RAN GTPase activating protein 1
Zc3h7b,2264,2289,3071,2448,zinc finger CCCH type containing 7B
Tef,919,1000,1115,802,thyrotroph embryonic factor
Tob2,980,1305,1410,1479,"transducer of ERBB2, 2"
Phf5a,1215,1027,1674,1148,PHD finger protein 5A
Aco2,5514,4287,7488,4940,"aconitase 2, mitochondrial"
Polr3h,1031,626,1518,630,polymerase (RNA) III (DNA directed) polypeptide H
Csdc2,8,101,49,51,"cold shock domain containing C2, RNA binding"
Pmm1,561,801,850,659,phosphomannomutase 1
Ndufb11b,0,0,0,0,NADH:ubiquinone oxidoreductase subunit B11B
Xrcc6,1149,781,2254,1152,X-ray repair complementing defective repair in Chinese hamster cells 6
Desi1,981,1330,1729,1396,desumoylating isopeptidase 1
Snu13,3465,2167,4354,2576,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
4930407I10Rik,0,0,0,0,RIKEN cDNA 4930407I10 gene
Mei1,0,0,0,0,meiotic double-stranded break formation protein 1
Ccdc134,352,425,350,319,coiled-coil domain containing 134
Srebf2,5215,4249,7390,6630,sterol regulatory element binding factor 2
Shisa8,24,51,225,23,shisa family member 8
Tnfrsf13c,22,5,32,0,"tumor necrosis factor receptor superfamily, member 13c"
Cenpm,318,202,344,237,centromere protein M
Smim45,0,0,3,0,small integral membrane protein 45
Septin3,38,83,186,62,septin 3
Wbp2nl,2,0,0,0,WBP2 N-terminal like
Naga,403,499,681,551,"N-acetyl galactosaminidase, alpha"
Pheta2,29,71,91,108,PH domain containing endocytic trafficking adaptor 2
Smdt1,1143,1257,1256,995,single-pass membrane protein with aspartate rich tail 1
Ndufa6,592,372,800,513,NADH:ubiquinone oxidoreductase subunit A6
Cyp2d22,30,167,276,241,"cytochrome P450, family 2, subfamily d, polypeptide 22"
Cyp2d11,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 11"
Cyp2d10,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 10"
Cyp2d9,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 9"
Tdg-ps,67,28,44,74,"thymine DNA glycosylase, pseudogene"
Cyp2d12,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 12"
Cyp2d34,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 34"
Cyp2d13,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 13"
Cyp2d40,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 40"
Cyp2d26,0,0,0,0,"cytochrome P450, family 2, subfamily d, polypeptide 26"
Tcf20,2032,1542,2675,2023,transcription factor 20
Nfam1,47,20,3,2,Nfat activating molecule with ITAM motif 1
Serhl,271,162,268,153,serine hydrolase-like
Rrp7a,1161,1509,1715,1362,ribosomal RNA processing 7 homolog A
Poldip3,1909,2018,2769,2127,"polymerase (DNA-directed), delta interacting protein 3"
Cyb5r3,2994,5518,4734,4375,cytochrome b5 reductase 3
A4galt,64,258,165,531,"alpha 1,4-galactosyltransferase"
Gm32886,0,0,0,0,"predicted gene, 32886"
Arfgap3,369,1007,515,779,ARF GTPase activating protein 3
Pacsin2,1737,2014,2230,1582,protein kinase C and casein kinase substrate in neurons 2
Ttll1,236,303,559,291,tubulin tyrosine ligase-like 1
Bik,5,11,22,2,BCL2-interacting killer
Mcat,465,382,630,449,malonyl CoA:ACP acyltransferase (mitochondrial)
Tspo,1285,1039,1328,1245,translocator protein
Ttll12,1534,1978,2181,2199,"tubulin tyrosine ligase-like family, member 12"
Scube1,132,109,93,38,"signal peptide, CUB domain, EGF-like 1"
Mpped1,0,0,0,0,metallophosphoesterase domain containing 1
Efcab6,0,1,3,0,EF-hand calcium binding domain 6
Sult4a1,2,47,133,15,"sulfotransferase family 4A, member 1"
Pnpla5,0,0,0,0,patatin-like phospholipase domain containing 5
Pnpla3,9,3,20,8,patatin-like phospholipase domain containing 3
Samm50,2538,1974,2536,2194,SAMM50 sorting and assembly machinery component
Parvb,1228,266,281,330,"parvin, beta"
Parvg,28,8,4,15,"parvin, gamma"
Shisal1,1276,2,15,1,shisa like 1
Rtl6,244,215,155,82,retrotransposon Gag like 6
Prr5,1247,283,204,292,proline rich 5 (renal)
Arhgap8,483,10,27,67,Rho GTPase activating protein 8
Phf21b,10,19,106,35,PHD finger protein 21B
Nup50,2178,1873,1999,2230,nucleoporin 50
5031439G07Rik,1396,1994,3394,2169,RIKEN cDNA 5031439G07 gene
Upk3a,1,0,0,0,uroplakin 3A
Fam118a,400,591,798,527,"family with sequence similarity 118, member A"
Smc1b,8,4,6,2,structural maintenance of chromosomes 1B
Ribc2,3,2,0,1,RIB43A domain with coiled-coils 2
Fbln1,4996,2536,6161,3892,fibulin 1
Atxn10,2076,2619,2580,2568,ataxin 10
7530416G11Rik,0,0,0,0,RIKEN cDNA 7530416G11 gene
Wnt7b,562,25,71,104,"wingless-type MMTV integration site family, member 7B"
Ppara,6,34,25,10,peroxisome proliferator activated receptor alpha
Cdpf1,257,136,443,221,"cysteine rich, DPF motif domain containing 1"
Pkdrej,6,16,15,6,polycystin (PKD) family receptor for egg jelly
Ttc38,188,121,298,138,tetratricopeptide repeat domain 38
Gtse1,727,1117,683,884,G two S phase expressed protein 1
Trmu,282,193,297,142,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
Celsr1,73,50,32,6,"cadherin, EGF LAG seven-pass G-type receptor 1"
Gramd4,1824,861,1081,962,GRAM domain containing 4
Cerk,840,598,1309,481,ceramide kinase
Tbc1d22a,419,438,810,448,"TBC1 domain family, member 22a"
Tafa5,2,237,326,24,TAFA chemokine like family member 5
Zdhhc25,0,0,0,0,"zinc finger, DHHC domain containing 25"
Brd1,1294,1250,1612,1326,bromodomain containing 1
Zbed4,791,566,962,520,"zinc finger, BED type containing 4"
Alg12,242,217,293,174,"ALG12 alpha-1,6-mannosyltransferase"
Creld2,987,1054,780,925,cysteine-rich with EGF-like domains 2
Gm33049,1,1,1,2,"predicted gene, 33049"
Pim3,1831,1160,3192,1060,proviral integration site 3
Ttll8,22,3,1,5,"tubulin tyrosine ligase-like family, member 8"
Mlc1,1,3,0,0,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
Mov10l1,21,0,0,0,Mov10 like RISC complex RNA helicase 1
Panx2,2,1,4,0,pannexin 2
Trabd,923,953,1298,827,TraB domain containing
Selenoo,200,322,340,195,selenoprotein O
Tubgcp6,564,606,759,576,"tubulin, gamma complex component 6"
Hdac10,230,275,302,216,histone deacetylase 10
Mapk12,8,161,246,232,mitogen-activated protein kinase 12
Mapk11,55,283,294,222,mitogen-activated protein kinase 11
Plxnb2,6723,10425,8321,7991,plexin B2
Dennd6b,311,117,281,88,DENN domain containing 6B
Ppp6r2,471,444,642,368,"protein phosphatase 6, regulatory subunit 2"
Sbf1,2518,2847,2854,2494,SET binding factor 1
Adm2,111,55,270,75,adrenomedullin 2
Miox,2,0,0,0,myo-inositol oxygenase
Lmf2,1581,2493,1783,2174,lipase maturation factor 2
Ncaph2,2979,2418,4489,2877,"non-SMC condensin II complex, subunit H2"
Sco2,0,0,0,0,SCO2 cytochrome c oxidase assembly protein
Tymp,31,29,33,31,thymidine phosphorylase
Cimap1b,2,0,0,0,ciliary microtubule associated protein 1B
Klhdc7b,0,0,0,0,kelch domain containing 7B
Syce3,0,0,0,0,synaptonemal complex central element protein 3
Cpt1b,4,2,0,0,"carnitine palmitoyltransferase 1b, muscle"
Chkb,1,0,1,1,choline kinase beta
Mapk8ip2,2,9,4,6,mitogen-activated protein kinase 8 interacting protein 2
Arsa,227,698,549,648,arylsulfatase A
Shank3,5,237,83,84,SH3 and multiple ankyrin repeat domains 3
Acr,0,0,2,0,acrosin prepropeptide
Rabl2,201,162,326,169,"RAB, member RAS oncogene family-like 2"
Syt10,0,0,0,0,synaptotagmin X
Alg10b,2329,2928,4024,2651,"ALG10 alpha-1,2-glucosyltransferase"
Cpne8,556,578,1004,535,copine VIII
Kif21a,132,239,651,168,kinesin family member 21A
Abcd2,16,10,87,39,"ATP-binding cassette, sub-family D member 2"
Redic1,0,1,0,0,regulator of DNA class I crossover intermediates 1
Slc2a13,9,106,17,17,"solute carrier family 2 (facilitated glucose transporter), member 13"
Lrrk2,426,752,449,548,leucine-rich repeat kinase 2
Muc19,1,0,0,3,mucin 19
Smgc,0,0,0,0,submandibular gland protein C
Cntn1,2,83,159,6,contactin 1
Pdzrn4,3,0,1,1,PDZ domain containing RING finger 4
Gxylt1,1048,1227,883,1031,glucoside xylosyltransferase 1
Yaf2,687,931,1380,1013,YY1 associated factor 2
Zcrb1,648,657,856,567,zinc finger CCHC-type and RNA binding motif 1
Pphln1,1684,1525,2370,1501,periphilin 1
Prickle1,497,446,1629,584,prickle planar cell polarity protein 1
Adamts20,555,42,159,128,ADAM metallopeptidase with thrombospondin type 1 motif 20
Pus7l,360,265,452,274,pseudouridylate synthase 7-like
Irak4,168,306,409,253,interleukin-1 receptor-associated kinase 4
Twf1,1521,2900,2612,2383,twinfilin actin binding protein 1
Tmem117,0,13,70,3,transmembrane protein 117
Nell2,0,13,0,60,NEL-like 2
Dbx2,2,0,0,0,developing brain homeobox 2
Ano6,1588,5197,3047,2891,anoctamin 6
Gm38469,5,17,12,24,"predicted gene, 38469"
Arid2,1373,1399,2024,1433,AT-rich interaction domain 2
Scaf11,3771,3453,5506,4024,SR-related CTD-associated factor 11
Gm41408,19,7,10,12,"predicted gene, 41408"
Slc38a1,513,2816,6724,3408,"solute carrier family 38, member 1"
Slc38a2,5870,10066,11931,9707,"solute carrier family 38, member 2"
Slc38a4,3314,1020,2609,2650,"solute carrier family 38, member 4"
Amigo2,114,44,13,198,adhesion molecule with Ig like domain 2
Pced1b,38,27,9,80,PC-esterase domain containing 1B
Gm57814,0,0,0,0,"predicted gene, 57814"
Rpap3,979,555,1290,769,RNA polymerase II associated protein 3
Endou,105,4,0,2,"endonuclease, polyU-specific"
Rapgef3,542,95,201,28,Rap guanine nucleotide exchange factor (GEF) 3
Slc48a1,2057,1979,2493,2358,"solute carrier family 48 (heme transporter), member 1"
Hdac7,759,2788,1779,1890,histone deacetylase 7
Vdr,752,445,367,95,"vitamin D (1,25-dihydroxyvitamin D3) receptor"
Tmem106c,283,284,634,283,transmembrane protein 106C
Col2a1,62,245,4387,2,"collagen, type II, alpha 1"
Senp1,1069,973,1281,992,SUMO1/sentrin specific peptidase 1
Pfkm,1268,583,1330,830,"phosphofructokinase, muscle"
Asb8,371,547,575,417,ankyrin repeat and SOCS box-containing 8
Ccdc184,0,16,5,3,coiled-coil domain containing 184
Or10ad1c,0,0,2,0,olfactory receptor family 10 subfamily AD member 1C
Or10ad1,0,0,0,0,olfactory receptor family 10 subfamily AD member 1
Or10ad1b,0,0,0,0,olfactory receptor family 10 subfamily AD member 1B
H1f7,0,0,0,0,H1.7 linker histone
Zfp641,36,38,24,4,zinc finger protein 641
Or8s16,0,0,0,0,olfactory receptor family 8 subfamily S member 16
Or8s5,0,0,0,0,olfactory receptor family 8 subfamily S member 5
Or8s2,0,0,0,0,olfactory receptor family 8 subfamily S member 2
Or8s10,0,0,0,0,olfactory receptor family 8 subfamily S member 1
Or8s8,0,0,0,0,olfactory receptor family 8 subfamily S member 8
Or5bs2,0,0,0,0,olfactory receptor family 5 subfamily BS member 2
Lalba,0,0,4,0,"lactalbumin, alpha"
Or11m3,0,0,0,0,olfactory receptor family 11 subfamily M member 3
Kansl2,2857,2089,3818,2472,KAT8 regulatory NSL complex subunit 2
Ccnt1,1179,993,1460,926,cyclin T1
Spmip11,0,0,0,0,sperm microtubule inner protein 11
Adcy6,570,2402,2123,2076,adenylate cyclase 6
Cacnb3,212,1378,735,1146,"calcium channel, voltage-dependent, beta 3 subunit"
Ddx23,2507,2607,3181,2477,DEAD box helicase 23
Rnd1,141,765,469,220,Rho family GTPase 1
Ccdc65,4,23,8,5,coiled-coil domain containing 65
Fkbp11,518,543,633,462,FK506 binding protein 11
Arf3,3355,4188,4275,3452,ARF GTPase 3
LOC115488470,40,19,14,16,uncharacterized LOC115488470
Wnt10b,413,16,4,83,"wingless-type MMTV integration site family, member 10B"
Wnt1,1,1,1,0,"wingless-type MMTV integration site family, member 1"
Ddn,0,1,11,7,dendrin
Prkag1,938,1237,1455,1081,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
Kmt2d,2268,1846,1592,1404,lysine (K)-specific methyltransferase 2D
Rhebl1,223,74,264,60,Ras homolog enriched in brain like 1
Dhh,1,17,29,1,desert hedgehog
Lmbr1l,226,211,292,180,limb region 1 like
Tuba1b,28802,40211,38959,35897,"tubulin, alpha 1B"
Tuba1a,9968,28176,13854,27735,"tubulin, alpha 1A"
Tuba1c,11727,19979,16501,18550,"tubulin, alpha 1C"
Prph,51,7,102,37,peripherin
Troap,583,451,656,598,trophinin associated protein
C1ql4,2,0,0,1,"complement component 1, q subcomponent-like 4"
Dnajc22,0,9,30,1,DnaJ heat shock protein family (Hsp40) member C22
Spats2,1371,1171,2799,1567,"spermatogenesis associated, serine-rich 2"
Gm57817,13,4,4,1,"predicted gene, 57817"
Kcnh3,0,1,1,3,"potassium voltage-gated channel, subfamily H (eag-related), member 3"
Mcrs1,1199,908,1421,1149,microspherule protein 1
Fam186b,85,72,94,49,"family with sequence similarity 186, member B"
Prpf40b,375,450,931,464,pre-mRNA processing factor 40B
Fmnl3,753,1405,993,1469,formin-like 3
Tmbim6,5144,7905,7149,7910,transmembrane BAX inhibitor motif containing 6
Nckap5l,439,631,870,619,NCK-associated protein 5-like
Bcdin3d,105,85,172,96,BCDIN3 domain containing
Faim2,7,12,21,0,Fas apoptotic inhibitory molecule 2
Aqp2,0,21,0,0,aquaporin 2
Aqp5,40,53,27,43,aquaporin 5
Aqp6,0,1,0,0,aquaporin 6
Racgap1,2836,2860,4153,3264,Rac GTPase-activating protein 1
Asic1,41,120,82,89,acid-sensing ion channel 1
Smarcd1,730,639,1170,645,SWI/SNF related BAF chromatin remodeling complex subunit D1
Gpd1,4,39,52,3,glycerol-3-phosphate dehydrogenase 1 (soluble)
Cox14,774,543,1043,553,cytochrome c oxidase assembly protein 14
Cers5,824,1608,1501,1305,ceramide synthase 5
Lima1,1790,8693,5960,5846,LIM domain and actin binding 1
Fam186a,0,0,1,0,"family with sequence similarity 186, member A"
Larp4,3308,2875,3765,2691,La ribonucleoprotein 4
Dip2b,474,783,1289,677,disco interacting protein 2 homolog B
Atf1,1501,1307,2405,1381,activating transcription factor 1
